"species","grids"
"Salix_pierotii","v17229"
"Salvia_plebeia","v17229"
"Sanguisorba_officinalis","v17229"
"Sanicula_chinensis","v17229"
"Staphylea_bumalda","v17229"
"Stellaria_alsine","v17229"
"Thlaspi_arvense","v17229"
"Trapa_natans","v17229"
"Trifolium_repens","v17229"
"Trigonotis_peduncularis","v17229"
"Ulmus_davidiana","v17229"
"Utricularia_australis","v17229"
"Vicia_cracca","v17229"
"Vicia_unijuga","v17229"
"Viola_acuminata","v17229"
"Viola_chaerophylloides","v17229"
"Viola_rossii","v17229"
"Zelkova_serrata","v17229"
"Actinidia_arguta","v17230"
"Adenocaulon_himalaicum","v17230"
"Anaphalis_sinica","v17230"
"Androsace_umbellata","v17230"
"Angelica_decursiva","v17230"
"Angelica_polymorpha","v17230"
"Artemisia_keiskeana","v17230"
"Cardamine_leucantha","v17230"
"Celastrus_flagellaris","v17230"
"Cercis_chinensis","v17230"
"Clematis_terniflora","v17230"
"Clerodendrum_japonicum","v17230"
"Cornus_controversa","v17230"
"Corydalis_turtschaninovii","v17230"
"Crepidiastrum_chelidoniifolium","v17230"
"Dianthus_longicalyx","v17230"
"Elsholtzia_ciliata","v17230"
"Euphorbia_maculata","v17230"
"Euryale_ferox","v17230"
"Flueggea_suffruticosa","v17230"
"Fraxinus_sieboldiana","v17230"
"Galium_verum","v17230"
"Hepatica_nobilis","v17230"
"Hypericum_japonicum","v17230"
"Isodon_japonicus","v17230"
"Lamium_amplexicaule","v17230"
"Lindera_obtusiloba","v17230"
"Lobelia_chinensis","v17230"
"Lonicera_japonica","v17230"
"Lysimachia_barystachys","v17230"
"Nasturtium_officinale","v17230"
"Nuphar_pumila","v17230"
"Ostericum_grosseserratum","v17230"
"Parthenocissus_tricuspidata","v17230"
"Paulownia_tomentosa","v17230"
"Pilea_pumila","v17230"
"Plantago_asiatica","v17230"
"Potentilla_freyniana","v17230"
"Pseudostellaria_palibiniana","v17230"
"Pyrus_ussuriensis","v17230"
"Quercus_aliena","v17230"
"Quercus_mongolica","v17230"
"Quercus_variabilis","v17230"
"Rhododendron_schlippenbachii","v17230"
"Ribes_fasciculatum","v17230"
"Rorippa_islandica","v17230"
"Rubus_pungens","v17230"
"Salix_chaenomeloides","v17230"
"Salix_gracilistyla","v17230"
"Salix_pierotii","v17230"
"Salvia_plebeia","v17230"
"Sanguisorba_officinalis","v17230"
"Sanicula_chinensis","v17230"
"Trapa_natans","v17230"
"Trifolium_repens","v17230"
"Trigonotis_peduncularis","v17230"
"Ulmus_davidiana","v17230"
"Utricularia_australis","v17230"
"Vicia_unijuga","v17230"
"Viola_acuminata","v17230"
"Viola_chaerophylloides","v17230"
"Viola_rossii","v17230"
"Zelkova_serrata","v17230"
"Acer_palmatum","v17587"
"Acer_tataricum","v17587"
"Adenocaulon_himalaicum","v17587"
"Amaranthus_tricolor","v17587"
"Amorpha_fruticosa","v17587"
"Anagallis_arvensis","v17587"
"Angelica_decursiva","v17587"
"Angelica_polymorpha","v17587"
"Artemisia_gmelinii","v17587"
"Artemisia_keiskeana","v17587"
"Brasenia_schreberi","v17587"
"Cardamine_leucantha","v17587"
"Cardamine_lyrata","v17587"
"Carpinus_turczaninowii","v17587"
"Ceratophyllum_demersum","v17587"
"Cercis_chinensis","v17587"
"Chionanthus_retusus","v17587"
"Citrus_trifoliata","v17587"
"Clematis_terniflora","v17587"
"Clerodendrum_japonicum","v17587"
"Cornus_controversa","v17587"
"Cornus_kousa","v17587"
"Cornus_officinalis","v17587"
"Cornus_walteri","v17587"
"Corydalis_incisa","v17587"
"Corydalis_turtschaninovii","v17587"
"Corylus_heterophylla","v17587"
"Crepidiastrum_chelidoniifolium","v17587"
"Cuscuta_japonica","v17587"
"Dianthus_longicalyx","v17587"
"Draba_nemorosa","v17587"
"Elatine_triandra","v17587"
"Elsholtzia_ciliata","v17587"
"Euryale_ferox","v17587"
"Flueggea_suffruticosa","v17587"
"Fraxinus_sieboldiana","v17587"
"Galium_verum","v17587"
"Geranium_sibiricum","v17587"
"Hepatica_nobilis","v17587"
"Hypericum_japonicum","v17587"
"Isodon_japonicus","v17587"
"Lamium_amplexicaule","v17587"
"Leibnitzia_anandria","v17587"
"Lespedeza_cuneata","v17587"
"Lespedeza_cyrtobotrya","v17587"
"Lindera_obtusiloba","v17587"
"Lindernia_procumbens","v17587"
"Lobelia_chinensis","v17587"
"Lonicera_japonica","v17587"
"Ludwigia_prostrata","v17587"
"Lysimachia_barystachys","v17587"
"Lythrum_salicaria","v17587"
"Maackia_amurensis","v17587"
"Maackia_floribunda","v17587"
"Metaplexis_japonica","v17587"
"Meterostachys_sikokianus","v17587"
"Myriophyllum_spicatum","v17587"
"Myriophyllum_verticillatum","v17587"
"Nasturtium_officinale","v17587"
"Nelumbo_nucifera","v17587"
"Nuphar_pumila","v17587"
"Nymphaea_tetragona","v17587"
"Nymphoides_indica","v17587"
"Orostachys_japonica","v17587"
"Parthenocissus_tricuspidata","v17587"
"Paulownia_tomentosa","v17587"
"Persicaria_orientalis","v17587"
"Pilea_pumila","v17587"
"Plantago_asiatica","v17587"
"Potentilla_freyniana","v17587"
"Pseudostellaria_palibiniana","v17587"
"Pterocarya_stenoptera","v17587"
"Pyrus_ussuriensis","v17587"
"Quercus_acutissima","v17587"
"Quercus_aliena","v17587"
"Quercus_variabilis","v17587"
"Ranunculus_sceleratus","v17587"
"Rhododendron_schlippenbachii","v17587"
"Ribes_fasciculatum","v17587"
"Rorippa_indica","v17587"
"Rubus_pungens","v17587"
"Salix_babylonica","v17587"
"Salix_chaenomeloides","v17587"
"Salix_gracilistyla","v17587"
"Salix_pierotii","v17587"
"Salvia_plebeia","v17587"
"Sanicula_chinensis","v17587"
"Semiaquilegia_adoxoides","v17587"
"Silene_firma","v17587"
"Staphylea_bumalda","v17587"
"Stellaria_alsine","v17587"
"Thlaspi_arvense","v17587"
"Trapa_incisa","v17587"
"Trapa_natans","v17587"
"Trapella_sinensis","v17587"
"Trifolium_repens","v17587"
"Trigonotis_peduncularis","v17587"
"Ulmus_davidiana","v17587"
"Vaccinium_oldhamii","v17587"
"Vicia_cracca","v17587"
"Vicia_unijuga","v17587"
"Viola_acuminata","v17587"
"Viola_chaerophylloides","v17587"
"Viola_rossii","v17587"
"Acer_palmatum","v17588"
"Acer_tataricum","v17588"
"Acer_triflorum","v17588"
"Aconitum_jaluense","v17588"
"Actinidia_arguta","v17588"
"Adenocaulon_himalaicum","v17588"
"Agastache_rugosa","v17588"
"Agrimonia_coreana","v17588"
"Alangium_platanifolium","v17588"
"Amorpha_fruticosa","v17588"
"Anagallis_arvensis","v17588"
"Androsace_umbellata","v17588"
"Angelica_polymorpha","v17588"
"Artemisia_gmelinii","v17588"
"Artemisia_keiskeana","v17588"
"Asarum_sieboldii","v17588"
"Cardamine_leucantha","v17588"
"Carpinus_cordata","v17588"
"Carpinus_turczaninowii","v17588"
"Celastrus_flagellaris","v17588"
"Ceratophyllum_demersum","v17588"
"Cercis_chinensis","v17588"
"Chelidonium_majus","v17588"
"Chionanthus_retusus","v17588"
"Clerodendrum_japonicum","v17588"
"Cornus_controversa","v17588"
"Cornus_kousa","v17588"
"Cornus_walteri","v17588"
"Corydalis_incisa","v17588"
"Corydalis_turtschaninovii","v17588"
"Crataegus_pinnida","v17588"
"Crepidiastrum_chelidoniifolium","v17588"
"Draba_nemorosa","v17588"
"Elsholtzia_ciliata","v17588"
"Euphorbia_maculata","v17588"
"Euryale_ferox","v17588"
"Firmiana_simplex","v17588"
"Flueggea_suffruticosa","v17588"
"Fraxinus_chinensis","v17588"
"Fraxinus_sieboldiana","v17588"
"Galium_verum","v17588"
"Geranium_sibiricum","v17588"
"Hepatica_nobilis","v17588"
"Hypericum_japonicum","v17588"
"Isodon_excisus","v17588"
"Isodon_japonicus","v17588"
"Lamium_amplexicaule","v17588"
"Leibnitzia_anandria","v17588"
"Lespedeza_cyrtobotrya","v17588"
"Lindera_obtusiloba","v17588"
"Lobelia_chinensis","v17588"
"Lonicera_japonica","v17588"
"Ludwigia_prostrata","v17588"
"Lysimachia_barystachys","v17588"
"Lythrum_salicaria","v17588"
"Maackia_floribunda","v17588"
"Myriophyllum_spicatum","v17588"
"Myriophyllum_verticillatum","v17588"
"Nasturtium_officinale","v17588"
"Nuphar_pumila","v17588"
"Nymphoides_indica","v17588"
"Orostachys_japonica","v17588"
"Ostericum_grosseserratum","v17588"
"Parthenocissus_tricuspidata","v17588"
"Patrinia_villosa","v17588"
"Pilea_pumila","v17588"
"Plantago_asiatica","v17588"
"Potentilla_freyniana","v17588"
"Pseudostellaria_palibiniana","v17588"
"Pterocarya_stenoptera","v17588"
"Pyrus_ussuriensis","v17588"
"Quercus_aliena","v17588"
"Quercus_mongolica","v17588"
"Quercus_variabilis","v17588"
"Ranunculus_sceleratus","v17588"
"Rhododendron_schlippenbachii","v17588"
"Ribes_fasciculatum","v17588"
"Rorippa_indica","v17588"
"Rorippa_islandica","v17588"
"Rotala_indica","v17588"
"Rubus_pungens","v17588"
"Salix_babylonica","v17588"
"Salix_pierotii","v17588"
"Salvia_plebeia","v17588"
"Sanguisorba_officinalis","v17588"
"Sanicula_chinensis","v17588"
"Silene_firma","v17588"
"Staphylea_bumalda","v17588"
"Stellaria_alsine","v17588"
"Thlaspi_arvense","v17588"
"Toxicodendron_vernicifluum","v17588"
"Trapa_natans","v17588"
"Trapella_sinensis","v17588"
"Trifolium_repens","v17588"
"Ulmus_davidiana","v17588"
"Utricularia_australis","v17588"
"Vicia_cracca","v17588"
"Vicia_unijuga","v17588"
"Viola_acuminata","v17588"
"Viola_chaerophylloides","v17588"
"Viola_rossii","v17588"
"Zelkova_serrata","v17588"
"Acer_palmatum","v17589"
"Acer_tataricum","v17589"
"Aconitum_jaluense","v17589"
"Actinidia_arguta","v17589"
"Adenocaulon_himalaicum","v17589"
"Amaranthus_tricolor","v17589"
"Amorpha_fruticosa","v17589"
"Anagallis_arvensis","v17589"
"Androsace_umbellata","v17589"
"Angelica_decursiva","v17589"
"Angelica_polymorpha","v17589"
"Artemisia_gmelinii","v17589"
"Artemisia_keiskeana","v17589"
"Cardamine_leucantha","v17589"
"Cardamine_lyrata","v17589"
"Carpinus_cordata","v17589"
"Carpinus_turczaninowii","v17589"
"Celastrus_flagellaris","v17589"
"Ceratophyllum_demersum","v17589"
"Cercis_chinensis","v17589"
"Chelidonium_majus","v17589"
"Chionanthus_retusus","v17589"
"Clerodendrum_japonicum","v17589"
"Cornus_controversa","v17589"
"Cornus_kousa","v17589"
"Cornus_walteri","v17589"
"Corydalis_incisa","v17589"
"Corydalis_turtschaninovii","v17589"
"Crataegus_pinnida","v17589"
"Crepidiastrum_chelidoniifolium","v17589"
"Cuscuta_japonica","v17589"
"Dianthus_longicalyx","v17589"
"Draba_nemorosa","v17589"
"Elsholtzia_ciliata","v17589"
"Euphorbia_maculata","v17589"
"Euryale_ferox","v17589"
"Flueggea_suffruticosa","v17589"
"Fraxinus_chinensis","v17589"
"Fraxinus_sieboldiana","v17589"
"Galium_verum","v17589"
"Geranium_sibiricum","v17589"
"Hepatica_nobilis","v17589"
"Hypericum_japonicum","v17589"
"Isodon_excisus","v17589"
"Isodon_japonicus","v17589"
"Lamium_amplexicaule","v17589"
"Leibnitzia_anandria","v17589"
"Lespedeza_cuneata","v17589"
"Lespedeza_cyrtobotrya","v17589"
"Lindera_obtusiloba","v17589"
"Lobelia_chinensis","v17589"
"Lonicera_japonica","v17589"
"Ludwigia_prostrata","v17589"
"Lysimachia_barystachys","v17589"
"Maackia_amurensis","v17589"
"Maackia_floribunda","v17589"
"Metaplexis_japonica","v17589"
"Myriophyllum_spicatum","v17589"
"Myriophyllum_verticillatum","v17589"
"Nasturtium_officinale","v17589"
"Nuphar_pumila","v17589"
"Nymphoides_indica","v17589"
"Orostachys_japonica","v17589"
"Ostericum_grosseserratum","v17589"
"Parthenocissus_tricuspidata","v17589"
"Paulownia_tomentosa","v17589"
"Persicaria_orientalis","v17589"
"Pilea_pumila","v17589"
"Plantago_asiatica","v17589"
"Potentilla_freyniana","v17589"
"Pseudostellaria_palibiniana","v17589"
"Pterocarya_stenoptera","v17589"
"Pyrus_ussuriensis","v17589"
"Quercus_acutissima","v17589"
"Quercus_aliena","v17589"
"Quercus_mongolica","v17589"
"Quercus_variabilis","v17589"
"Ranunculus_sceleratus","v17589"
"Ribes_fasciculatum","v17589"
"Rorippa_indica","v17589"
"Rorippa_islandica","v17589"
"Rotala_indica","v17589"
"Rubus_pungens","v17589"
"Salix_babylonica","v17589"
"Salix_chaenomeloides","v17589"
"Salix_pierotii","v17589"
"Salvia_plebeia","v17589"
"Sanguisorba_officinalis","v17589"
"Sanicula_chinensis","v17589"
"Silene_firma","v17589"
"Staphylea_bumalda","v17589"
"Stellaria_alsine","v17589"
"Thlaspi_arvense","v17589"
"Trapa_incisa","v17589"
"Trapa_natans","v17589"
"Trapella_sinensis","v17589"
"Trifolium_repens","v17589"
"Ulmus_davidiana","v17589"
"Utricularia_australis","v17589"
"Vicia_cracca","v17589"
"Vicia_unijuga","v17589"
"Viola_acuminata","v17589"
"Viola_chaerophylloides","v17589"
"Viola_rossii","v17589"
"Zelkova_serrata","v17589"
"Acer_palmatum","v17590"
"Acer_tataricum","v17590"
"Aconitum_jaluense","v17590"
"Adenocaulon_himalaicum","v17590"
"Anagallis_arvensis","v17590"
"Anaphalis_sinica","v17590"
"Androsace_umbellata","v17590"
"Angelica_decursiva","v17590"
"Angelica_polymorpha","v17590"
"Artemisia_gmelinii","v17590"
"Artemisia_keiskeana","v17590"
"Cardamine_leucantha","v17590"
"Celastrus_flagellaris","v17590"
"Ceratophyllum_demersum","v17590"
"Cercis_chinensis","v17590"
"Chionanthus_retusus","v17590"
"Citrus_trifoliata","v17590"
"Clematis_terniflora","v17590"
"Clerodendrum_japonicum","v17590"
"Cornus_controversa","v17590"
"Cornus_kousa","v17590"
"Cornus_walteri","v17590"
"Corydalis_incisa","v17590"
"Corydalis_turtschaninovii","v17590"
"Crepidiastrum_chelidoniifolium","v17590"
"Dianthus_longicalyx","v17590"
"Draba_nemorosa","v17590"
"Elsholtzia_ciliata","v17590"
"Euphorbia_maculata","v17590"
"Euryale_ferox","v17590"
"Flueggea_suffruticosa","v17590"
"Fraxinus_sieboldiana","v17590"
"Galium_verum","v17590"
"Geranium_sibiricum","v17590"
"Hepatica_nobilis","v17590"
"Hypericum_japonicum","v17590"
"Isodon_japonicus","v17590"
"Lamium_amplexicaule","v17590"
"Leibnitzia_anandria","v17590"
"Lindera_obtusiloba","v17590"
"Lobelia_chinensis","v17590"
"Lonicera_japonica","v17590"
"Ludwigia_prostrata","v17590"
"Lysimachia_barystachys","v17590"
"Maackia_amurensis","v17590"
"Maackia_floribunda","v17590"
"Myriophyllum_verticillatum","v17590"
"Nasturtium_officinale","v17590"
"Nuphar_pumila","v17590"
"Nymphoides_indica","v17590"
"Orostachys_japonica","v17590"
"Ostericum_grosseserratum","v17590"
"Parthenocissus_tricuspidata","v17590"
"Paulownia_tomentosa","v17590"
"Persicaria_orientalis","v17590"
"Pilea_pumila","v17590"
"Plantago_asiatica","v17590"
"Potentilla_freyniana","v17590"
"Pseudostellaria_palibiniana","v17590"
"Pterocarya_stenoptera","v17590"
"Pyrus_ussuriensis","v17590"
"Quercus_acutissima","v17590"
"Quercus_aliena","v17590"
"Quercus_mongolica","v17590"
"Quercus_variabilis","v17590"
"Rhododendron_schlippenbachii","v17590"
"Ribes_fasciculatum","v17590"
"Rorippa_indica","v17590"
"Rorippa_islandica","v17590"
"Rubus_pungens","v17590"
"Salix_babylonica","v17590"
"Salix_chaenomeloides","v17590"
"Salix_gracilistyla","v17590"
"Salix_pierotii","v17590"
"Salvia_plebeia","v17590"
"Sanicula_chinensis","v17590"
"Staphylea_bumalda","v17590"
"Thlaspi_arvense","v17590"
"Trapa_incisa","v17590"
"Trapa_natans","v17590"
"Trifolium_repens","v17590"
"Trigonotis_peduncularis","v17590"
"Ulmus_davidiana","v17590"
"Utricularia_australis","v17590"
"Vicia_unijuga","v17590"
"Viola_acuminata","v17590"
"Viola_chaerophylloides","v17590"
"Viola_rossii","v17590"
"Zelkova_serrata","v17590"
"Acer_palmatum","v17947"
"Acer_tataricum","v17947"
"Aconitum_jaluense","v17947"
"Adenocaulon_himalaicum","v17947"
"Amaranthus_tricolor","v17947"
"Amorpha_fruticosa","v17947"
"Anagallis_arvensis","v17947"
"Anaphalis_sinica","v17947"
"Angelica_decursiva","v17947"
"Angelica_polymorpha","v17947"
"Artemisia_gmelinii","v17947"
"Brasenia_schreberi","v17947"
"Cardamine_leucantha","v17947"
"Cardamine_lyrata","v17947"
"Carpinus_turczaninowii","v17947"
"Ceratophyllum_demersum","v17947"
"Cercis_chinensis","v17947"
"Chionanthus_retusus","v17947"
"Citrus_trifoliata","v17947"
"Clematis_terniflora","v17947"
"Cornus_controversa","v17947"
"Cornus_kousa","v17947"
"Cornus_officinalis","v17947"
"Cornus_walteri","v17947"
"Corydalis_incisa","v17947"
"Corydalis_turtschaninovii","v17947"
"Corylus_heterophylla","v17947"
"Crepidiastrum_chelidoniifolium","v17947"
"Cuscuta_japonica","v17947"
"Dianthus_longicalyx","v17947"
"Draba_nemorosa","v17947"
"Elatine_triandra","v17947"
"Elsholtzia_ciliata","v17947"
"Euphorbia_maculata","v17947"
"Euryale_ferox","v17947"
"Flueggea_suffruticosa","v17947"
"Fraxinus_sieboldiana","v17947"
"Galium_verum","v17947"
"Geranium_sibiricum","v17947"
"Hepatica_nobilis","v17947"
"Hypericum_japonicum","v17947"
"Isodon_japonicus","v17947"
"Lamium_amplexicaule","v17947"
"Leibnitzia_anandria","v17947"
"Lespedeza_cuneata","v17947"
"Lespedeza_cyrtobotrya","v17947"
"Lindera_obtusiloba","v17947"
"Lobelia_chinensis","v17947"
"Lonicera_japonica","v17947"
"Ludwigia_prostrata","v17947"
"Lysimachia_barystachys","v17947"
"Lythrum_salicaria","v17947"
"Maackia_amurensis","v17947"
"Maackia_floribunda","v17947"
"Metaplexis_japonica","v17947"
"Meterostachys_sikokianus","v17947"
"Myriophyllum_verticillatum","v17947"
"Nasturtium_officinale","v17947"
"Nelumbo_nucifera","v17947"
"Nuphar_pumila","v17947"
"Nymphaea_tetragona","v17947"
"Nymphoides_indica","v17947"
"Orostachys_japonica","v17947"
"Parthenocissus_tricuspidata","v17947"
"Paulownia_tomentosa","v17947"
"Persicaria_orientalis","v17947"
"Pilea_pumila","v17947"
"Plantago_asiatica","v17947"
"Potentilla_freyniana","v17947"
"Pseudostellaria_palibiniana","v17947"
"Pterocarya_stenoptera","v17947"
"Pyrus_ussuriensis","v17947"
"Quercus_acutissima","v17947"
"Quercus_aliena","v17947"
"Quercus_mongolica","v17947"
"Quercus_variabilis","v17947"
"Ranunculus_sceleratus","v17947"
"Rhododendron_schlippenbachii","v17947"
"Ribes_fasciculatum","v17947"
"Rorippa_indica","v17947"
"Rorippa_islandica","v17947"
"Rubus_pungens","v17947"
"Salix_babylonica","v17947"
"Salix_chaenomeloides","v17947"
"Salix_gracilistyla","v17947"
"Salix_pierotii","v17947"
"Salvia_plebeia","v17947"
"Sanicula_chinensis","v17947"
"Silene_firma","v17947"
"Staphylea_bumalda","v17947"
"Stellaria_alsine","v17947"
"Thlaspi_arvense","v17947"
"Trapa_incisa","v17947"
"Trapa_natans","v17947"
"Trapella_sinensis","v17947"
"Trifolium_repens","v17947"
"Trigonotis_peduncularis","v17947"
"Ulmus_davidiana","v17947"
"Utricularia_australis","v17947"
"Vaccinium_oldhamii","v17947"
"Vicia_unijuga","v17947"
"Viola_acuminata","v17947"
"Viola_chaerophylloides","v17947"
"Viola_rossii","v17947"
"Zelkova_serrata","v17947"
"Acer_palmatum","v17948"
"Acer_tataricum","v17948"
"Acer_triflorum","v17948"
"Aconitum_jaluense","v17948"
"Actinidia_arguta","v17948"
"Adenocaulon_himalaicum","v17948"
"Agastache_rugosa","v17948"
"Agrimonia_coreana","v17948"
"Amorpha_fruticosa","v17948"
"Androsace_umbellata","v17948"
"Angelica_polymorpha","v17948"
"Artemisia_gmelinii","v17948"
"Brasenia_schreberi","v17948"
"Callicarpa_dichotoma","v17948"
"Cardamine_leucantha","v17948"
"Carpinus_cordata","v17948"
"Carpinus_turczaninowii","v17948"
"Celastrus_flagellaris","v17948"
"Ceratophyllum_demersum","v17948"
"Cercis_chinensis","v17948"
"Chelidonium_majus","v17948"
"Chionanthus_retusus","v17948"
"Clematis_terniflora","v17948"
"Clerodendrum_japonicum","v17948"
"Cornus_controversa","v17948"
"Cornus_kousa","v17948"
"Cornus_walteri","v17948"
"Corydalis_turtschaninovii","v17948"
"Crataegus_pinnida","v17948"
"Crepidiastrum_chelidoniifolium","v17948"
"Cuscuta_japonica","v17948"
"Draba_nemorosa","v17948"
"Elatine_triandra","v17948"
"Elsholtzia_ciliata","v17948"
"Euphorbia_maculata","v17948"
"Euryale_ferox","v17948"
"Firmiana_simplex","v17948"
"Flueggea_suffruticosa","v17948"
"Fraxinus_sieboldiana","v17948"
"Galium_verum","v17948"
"Geranium_sibiricum","v17948"
"Hepatica_nobilis","v17948"
"Hypericum_japonicum","v17948"
"Isodon_japonicus","v17948"
"Leibnitzia_anandria","v17948"
"Lespedeza_cuneata","v17948"
"Lespedeza_cyrtobotrya","v17948"
"Lindera_obtusiloba","v17948"
"Lindernia_procumbens","v17948"
"Lobelia_chinensis","v17948"
"Lonicera_japonica","v17948"
"Ludwigia_prostrata","v17948"
"Lysimachia_barystachys","v17948"
"Lythrum_salicaria","v17948"
"Maackia_amurensis","v17948"
"Maackia_floribunda","v17948"
"Myriophyllum_verticillatum","v17948"
"Nasturtium_officinale","v17948"
"Nuphar_pumila","v17948"
"Nymphoides_indica","v17948"
"Orostachys_japonica","v17948"
"Ostericum_grosseserratum","v17948"
"Parthenocissus_tricuspidata","v17948"
"Patrinia_villosa","v17948"
"Paulownia_tomentosa","v17948"
"Persicaria_orientalis","v17948"
"Pilea_pumila","v17948"
"Plantago_asiatica","v17948"
"Potentilla_freyniana","v17948"
"Pseudostellaria_palibiniana","v17948"
"Pterocarya_stenoptera","v17948"
"Pyrus_ussuriensis","v17948"
"Quercus_acutissima","v17948"
"Quercus_aliena","v17948"
"Quercus_mongolica","v17948"
"Ranunculus_sceleratus","v17948"
"Ribes_fasciculatum","v17948"
"Rorippa_indica","v17948"
"Rorippa_islandica","v17948"
"Rotala_indica","v17948"
"Rubus_pungens","v17948"
"Salix_babylonica","v17948"
"Salix_pierotii","v17948"
"Salvia_plebeia","v17948"
"Sanicula_chinensis","v17948"
"Silene_firma","v17948"
"Staphylea_bumalda","v17948"
"Stellaria_alsine","v17948"
"Thlaspi_arvense","v17948"
"Toxicodendron_vernicifluum","v17948"
"Trapa_incisa","v17948"
"Trapa_natans","v17948"
"Trapella_sinensis","v17948"
"Trifolium_repens","v17948"
"Ulmus_davidiana","v17948"
"Utricularia_australis","v17948"
"Vicia_unijuga","v17948"
"Viola_acuminata","v17948"
"Viola_chaerophylloides","v17948"
"Viola_rossii","v17948"
"Zelkova_serrata","v17948"
"Acer_palmatum","v17949"
"Acer_tataricum","v17949"
"Acer_triflorum","v17949"
"Aconitum_jaluense","v17949"
"Adenocaulon_himalaicum","v17949"
"Agastache_rugosa","v17949"
"Agrimonia_coreana","v17949"
"Amorpha_fruticosa","v17949"
"Androsace_umbellata","v17949"
"Angelica_polymorpha","v17949"
"Artemisia_gmelinii","v17949"
"Brasenia_schreberi","v17949"
"Cardamine_leucantha","v17949"
"Carpinus_cordata","v17949"
"Carpinus_turczaninowii","v17949"
"Celastrus_flagellaris","v17949"
"Ceratophyllum_demersum","v17949"
"Cercis_chinensis","v17949"
"Chelidonium_majus","v17949"
"Chionanthus_retusus","v17949"
"Clematis_terniflora","v17949"
"Clerodendrum_japonicum","v17949"
"Cornus_controversa","v17949"
"Cornus_kousa","v17949"
"Cornus_walteri","v17949"
"Corydalis_turtschaninovii","v17949"
"Corylus_heterophylla","v17949"
"Crataegus_pinnida","v17949"
"Crepidiastrum_chelidoniifolium","v17949"
"Cuscuta_japonica","v17949"
"Draba_nemorosa","v17949"
"Elatine_triandra","v17949"
"Elsholtzia_ciliata","v17949"
"Euphorbia_maculata","v17949"
"Euryale_ferox","v17949"
"Firmiana_simplex","v17949"
"Flueggea_suffruticosa","v17949"
"Fraxinus_sieboldiana","v17949"
"Galium_verum","v17949"
"Geranium_sibiricum","v17949"
"Hepatica_nobilis","v17949"
"Hypericum_japonicum","v17949"
"Isodon_japonicus","v17949"
"Leibnitzia_anandria","v17949"
"Lespedeza_cuneata","v17949"
"Lespedeza_cyrtobotrya","v17949"
"Lindera_obtusiloba","v17949"
"Lindernia_procumbens","v17949"
"Lobelia_chinensis","v17949"
"Lonicera_japonica","v17949"
"Ludwigia_prostrata","v17949"
"Lysimachia_barystachys","v17949"
"Lythrum_salicaria","v17949"
"Maackia_amurensis","v17949"
"Maackia_floribunda","v17949"
"Meterostachys_sikokianus","v17949"
"Myriophyllum_verticillatum","v17949"
"Nasturtium_officinale","v17949"
"Nuphar_pumila","v17949"
"Nymphaea_tetragona","v17949"
"Nymphoides_indica","v17949"
"Orostachys_japonica","v17949"
"Ostericum_grosseserratum","v17949"
"Parthenocissus_tricuspidata","v17949"
"Patrinia_villosa","v17949"
"Paulownia_tomentosa","v17949"
"Persicaria_orientalis","v17949"
"Pilea_pumila","v17949"
"Plantago_asiatica","v17949"
"Potentilla_freyniana","v17949"
"Pseudostellaria_palibiniana","v17949"
"Pterocarya_stenoptera","v17949"
"Pyrus_ussuriensis","v17949"
"Quercus_acutissima","v17949"
"Quercus_aliena","v17949"
"Quercus_mongolica","v17949"
"Ranunculus_sceleratus","v17949"
"Rhododendron_schlippenbachii","v17949"
"Ribes_fasciculatum","v17949"
"Rorippa_indica","v17949"
"Rorippa_islandica","v17949"
"Rotala_indica","v17949"
"Rubus_pungens","v17949"
"Salix_babylonica","v17949"
"Salix_gracilistyla","v17949"
"Salix_pierotii","v17949"
"Salvia_plebeia","v17949"
"Sanicula_chinensis","v17949"
"Silene_firma","v17949"
"Staphylea_bumalda","v17949"
"Thlaspi_arvense","v17949"
"Toxicodendron_vernicifluum","v17949"
"Trapa_incisa","v17949"
"Trapa_natans","v17949"
"Trapella_sinensis","v17949"
"Trifolium_repens","v17949"
"Ulmus_davidiana","v17949"
"Utricularia_australis","v17949"
"Vicia_unijuga","v17949"
"Viola_acuminata","v17949"
"Viola_chaerophylloides","v17949"
"Viola_rossii","v17949"
"Zelkova_serrata","v17949"
"Acer_tataricum","v18307"
"Aconitum_jaluense","v18307"
"Adenocaulon_himalaicum","v18307"
"Agrimonia_coreana","v18307"
"Anaphalis_sinica","v18307"
"Angelica_polymorpha","v18307"
"Berberis_amurensis","v18307"
"Brasenia_schreberi","v18307"
"Cardamine_leucantha","v18307"
"Ceratophyllum_demersum","v18307"
"Cercis_chinensis","v18307"
"Chionanthus_retusus","v18307"
"Clematis_terniflora","v18307"
"Clerodendrum_japonicum","v18307"
"Cornus_controversa","v18307"
"Cornus_kousa","v18307"
"Cornus_walteri","v18307"
"Corydalis_incisa","v18307"
"Corydalis_turtschaninovii","v18307"
"Corylus_heterophylla","v18307"
"Crepidiastrum_chelidoniifolium","v18307"
"Cuscuta_japonica","v18307"
"Elatine_triandra","v18307"
"Elsholtzia_ciliata","v18307"
"Firmiana_simplex","v18307"
"Flueggea_suffruticosa","v18307"
"Fraxinus_sieboldiana","v18307"
"Galium_verum","v18307"
"Geranium_sibiricum","v18307"
"Hepatica_nobilis","v18307"
"Hypericum_japonicum","v18307"
"Isodon_japonicus","v18307"
"Lespedeza_cyrtobotrya","v18307"
